,text,favorited,favoriteCount,replyToSN,created1,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
252,Becky is having none of it #uber @SquawkCNBC @BeckyQuick  how about qualifying as SBA loan recipients? <U+0001F914>,FALSE,0,NA,3/16/2020 12:36,3/16/2020,FALSE,NA,1.23953E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",scootdogster,0,FALSE,FALSE,NA,NA
253,@BeckyQuick is not taking is easy on the #uber cfo. <U+0001F44F><U+0001F44F><U+0001F44F><U+0001F44F><U+0001F44F>,FALSE,1,BeckyQuick,3/16/2020 12:36,3/16/2020,FALSE,NA,1.23953E+18,119372054,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ash_Capital_,0,FALSE,FALSE,NA,NA
254,#<U+0431><U+0438><U+0437><U+043D><U+0435><U+0441> #business #travel #taxi #google #travelblog #travelblogger #airport #businessowner #airbnb #booking #uber… https://t.co/gE368TlMrS,FALSE,3,NA,3/16/2020 12:35,3/16/2020,TRUE,NA,1.23953E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TaxiOne_Paris,1,FALSE,FALSE,NA,NA
255,Pedal v petrol: can a London taxi-bike start-up take on Uber? | #Cab4Now #News #London #Minicab #Uber #AddisonLee… https://t.co/VnufH7zA0E,FALSE,0,NA,3/16/2020 12:31,3/16/2020,TRUE,NA,1.23953E+18,NA,"<a href=""http://cab4now.com"" rel=""nofollow"">Cab4Now News</a>",Cab4Now,0,FALSE,FALSE,NA,NA
256,RT @Q7ubertwat: Look <U+0001F447>#uber  WOW @lennythepen @rothwell_scott @The_LCDC @BraunstoneBoy @londontaxi_pr @super_taxi @CabvisionTaxi @onetokebl…,FALSE,0,NA,3/16/2020 12:29,3/16/2020,FALSE,NA,1.23953E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Jmroberts343Jmr,13,TRUE,FALSE,NA,NA
257,Best Dash Cams In 2020 (Top 5 Picks) https://t.co/TBbtrgjEJz via @YouTube #dashcaam #cars #driving #trucking #uber,FALSE,0,NA,3/16/2020 12:26,3/16/2020,FALSE,NA,1.23953E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",5BestProducts,0,FALSE,FALSE,NA,NA
258,"RT @narun26: Pathetic experience with #Uber #uberdriver 
Everytime you book a cab, the cab driver asks for your destination and cancels if…",FALSE,0,NA,3/16/2020 12:26,3/16/2020,FALSE,NA,1.23953E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PAMS4B,1,TRUE,FALSE,NA,NA
259,Get your first #Uber ride #FREE (up to $20) with invite code 'aaront3765ue'. Enjoy! <U+0001F600>  Download the App <U+25BA> https://t.co/x2Sl4E0EGP,FALSE,0,NA,3/16/2020 12:21,3/16/2020,FALSE,NA,1.23953E+18,NA,"<a href=""http://positivelybrainwashed.com"" rel=""nofollow"">Aaron Tupaz</a>",aarontupaz,6,FALSE,FALSE,NA,NA
260,"#backed #breaded #eggplant #lunch
#Uber Eats at https://t.co/g9NIBnjoDY

#Monday #CtFood #cafeoolala #greenwich… https://t.co/PUxx1kIcEe",FALSE,0,NA,3/16/2020 12:15,3/16/2020,TRUE,NA,1.23953E+18,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",CafeOoLaLa,1,FALSE,FALSE,NA,NA
261,"Stella Maris Campos....el caso del choque del taxi no era taxi. Era #Uber 
Si es periodista, infórmese antes de hablar. 
#BDA",FALSE,5,NA,3/16/2020 12:14,3/16/2020,FALSE,NA,1.23953E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mirandita2013,2,FALSE,FALSE,NA,NA
262,"*gloves.<U+0001F9E4>#Gloves people, #gloves for <U+0001F9A0> #virus  <U+0001F9A0> #preparedness &amp; #pandemics.  <U+0001F912>#SurfaceContact <U+0001F637>.  #Hygiene… https://t.co/j2K7hSLxFV",FALSE,0,EarthSymbol,3/16/2020 12:10,3/16/2020,TRUE,1.23317E+18,1.23952E+18,8.3604E+17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",EarthSymbol,0,FALSE,FALSE,NA,NA
263,"<U+27A1><U+FE0E><U+7D39><U+4ECB><U+30B3><U+30FC><U+30C9><U+5165><U+529B><U+3067><U+300E>60,000<U+5186><U+300F><U+30AD><U+30E3><U+30C3><U+30B7><U+30E5><U+30D0><U+30C3><U+30AF><U+3057><U+307E><U+3059>!

<U+6761><U+4EF6><U+304C><U+3054><U+3056><U+3044><U+307E><U+3059><U+306E><U+3067><U+3001><U+5FC5><U+305A>DM<U+3092><U+9802><U+304D><U+307E><U+3059><U+3088><U+3046><U+304A><U+9858><U+3044><U+3057><U+307E><U+3059><U+2605>

<U+62DB><U+5F85><U+30B3><U+30FC><U+30C9><U+25B6><U+FE0E>WKPEYK8MUE

#uber  #ubereats #<U+7D39><U+4ECB><U+30B3><U+30FC><U+30C9>

https://t.co/wOs9hNCCeX",FALSE,0,NA,3/16/2020 12:07,3/16/2020,FALSE,NA,1.23952E+18,NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",UberBurning,0,FALSE,FALSE,NA,NA
264,I wish people knew what their breath smells like 7 and 1/4 inches away in a car at 9:48pm when they get picked up i… https://t.co/t3SxnkN1Zn,FALSE,0,NA,3/16/2020 12:04,3/16/2020,TRUE,NA,1.23952E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UnderEagerNaija,0,FALSE,FALSE,NA,NA
265,"Ei @nubank, me explica uma coisa aqui. Porque toda vez após uma corrida de #Uber eu recebo uma msg dizendo que o va… https://t.co/6VIuRxfB1L",FALSE,1,NA,3/16/2020 12:03,3/16/2020,TRUE,NA,1.23952E+18,NA,"<a href=""https://twblue.es"" rel=""nofollow"">TW Blue</a>",ingridmedinak,0,FALSE,FALSE,NA,NA
266,ADICIONE O CODIGO UBERVALEDESCONTO NA SUA CONTA UBER E GANHE CREDITOS PARA USAR #economize #dinheiro #gratuito… https://t.co/z8dC7ZcfU2,FALSE,0,NA,3/16/2020 12:00,3/16/2020,TRUE,NA,1.23952E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",castilho_diego_,0,FALSE,FALSE,NA,NA
267,@Uber talks about their #eVTOL plans for #2023 and the current dangers of #autonomous #flight according to… https://t.co/bwolWNLgTg,FALSE,0,Uber,3/16/2020 12:00,3/16/2020,TRUE,NA,1.23952E+18,19103481,"<a href=""https://social.zoho.com"" rel=""nofollow"">Zoho Social</a>",Bonnie_Aylor,0,FALSE,FALSE,NA,NA
268,"#Trottinettes : #Uber s'allie à #Cityscoot pour candidater à l'appel d'offres parisien.
https://t.co/aKivygPWMK https://t.co/hhP0sTpgkc",FALSE,0,NA,3/16/2020 12:00,3/16/2020,FALSE,NA,1.23952E+18,NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",my_ecovelo,0,FALSE,FALSE,NA,NA
269,"Senior Business Development Manager, CPG Partnerships: #Uber, USA (California). https://t.co/TtQ4JSs88r #MBA #jobs #ConsumerGoods",FALSE,0,NA,3/16/2020 12:00,3/16/2020,FALSE,NA,1.23952E+18,NA,"<a href=""http://www.mba-exchange.com"" rel=""nofollow"">MbaJobsFmcgPcg</a>",mbajobsconsumer,0,FALSE,FALSE,NA,NA
270,#OlaCabs even after I cleared the ola postpaid dues your calls never stop. Can you pls stop spamming. #uber is much more customer friendly.,FALSE,0,NA,3/16/2020 11:59,3/16/2020,FALSE,NA,1.23952E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",gokul_s1,0,FALSE,FALSE,NA,NA
271,Use the code LIAMG2L for £14 off with @BOLTAPP #promocode #code #freeride #kapten #ubercode #uber  #rewards… https://t.co/DQHCcEj5ZL,FALSE,0,NA,3/16/2020 11:57,3/16/2020,TRUE,NA,1.23952E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BoltDaily,0,FALSE,FALSE,NA,NA
272,"RT @TarakRindani: #FoodTech #FoodDelivery #Swiggy #Zomato partners, or #RideSharing #RideHailing #Ola #Uber drivers can make up to 6x as mu…",FALSE,0,NA,3/16/2020 11:55,3/16/2020,FALSE,NA,1.23952E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TarakRindani,1,TRUE,FALSE,NA,NA
273,Omg <U+0001F923><U+0001F923><U+0001F923> #uber what the **** #coronavirus https://t.co/fNRnaH25iV,FALSE,0,NA,3/16/2020 11:52,3/16/2020,FALSE,NA,1.23952E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FerrySongz,0,FALSE,FALSE,NA,NA
274,"RT @Progressiveinv2: The numbers around women being attacked by #Uber drivers is actually really shocking, a very real problem, this is yet…",FALSE,0,NA,3/16/2020 11:51,3/16/2020,FALSE,NA,1.23952E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mymodl3,1,TRUE,FALSE,NA,NA
275,"RT @defensadeltaxi: 897 @sanidadgob @fiscal_es @DefensorPuebloE @facua @consumorg @CECUmadrid @ADICAE @consumidores

SIN VERACIDAD de ubica…",FALSE,0,NA,3/16/2020 11:46,3/16/2020,FALSE,NA,1.23952E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",manuruz22,22,TRUE,FALSE,NA,NA
276,RT @Q7ubertwat: Look <U+0001F447>#uber  WOW @lennythepen @rothwell_scott @The_LCDC @BraunstoneBoy @londontaxi_pr @super_taxi @CabvisionTaxi @onetokebl…,FALSE,0,NA,3/16/2020 11:45,3/16/2020,FALSE,NA,1.23952E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",robfbee,13,TRUE,FALSE,NA,NA
277,"segunda-feira começou boa, paguei duas taxas na uber por dormir esperando o motorista. não tenho culpa se ele não buzina #Uber",FALSE,0,NA,3/16/2020 11:43,3/16/2020,FALSE,NA,1.23952E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",wolfwallstreetc,0,FALSE,FALSE,NA,NA
278,RT @alicia_torrejon: @Uber_ES El sábado un #uber invadió mi carril de la rotonda para salirse (hay 4 carriles en esa rotonda y yo iba por e…,FALSE,0,NA,3/16/2020 11:35,3/16/2020,FALSE,NA,1.23952E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Noestoyciego1,31,TRUE,FALSE,NA,NA
279,RT @stupidpig12uk: Any #dommes have use for an #uber or #ubereats Bitchboy slave?<U+0001F64F><U+0001F437>,FALSE,0,NA,3/16/2020 11:34,3/16/2020,FALSE,NA,1.23952E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",intox_sub,1,TRUE,FALSE,NA,NA
280,RT @Q7ubertwat: Look <U+0001F447>#uber  WOW @lennythepen @rothwell_scott @The_LCDC @BraunstoneBoy @londontaxi_pr @super_taxi @CabvisionTaxi @onetokebl…,FALSE,0,NA,3/16/2020 11:33,3/16/2020,FALSE,NA,1.23952E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sharks1334,13,TRUE,FALSE,NA,NA
281,"RT @DrAmbardar: .@Uber 

I saw this post on Facebook today. 

Blatantly biased news &amp; anti-Hindu propaganda has real-world consequences for…",FALSE,0,NA,3/16/2020 11:31,3/16/2020,FALSE,NA,1.23951E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sharmaRAJUL,6506,TRUE,FALSE,NA,NA
282,<U+300C><U+30BF><U+30C0><U+98EF><U+300D>UberEats<U+306E><U+7279><U+5225><U+306A><U+30D7><U+30ED><U+30E2><U+30B3><U+30FC><U+30C9><U+3067><U+3059><U+3002> <U+4F7F><U+308F><U+306A><U+3044><U+3068><U+640D>!!!  <U+3053><U+306E><U+30B3><U+30FC><U+30C9><U+3092><U+4F7F><U+3046><U+3068>Uber EATS<U+306E><U+521D><U+56DE><U+6CE8><U+6587><U+304C>1500<U+5186><U+5272><U+5F15><U+304D><U+306B><U+306A><U+308A><U+307E><U+3059><U+3002><U+7121><U+6599><U+5206><U+3092><U+30B2><U+30C3><U+30C8>!  eats-pmsf4j… https://t.co/oYb2r3iht1,FALSE,0,NA,3/16/2020 11:30,3/16/2020,TRUE,NA,1.23951E+18,NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",UberEat57841984,0,FALSE,FALSE,NA,NA
283,"RT @defensadeltaxi: 897 @sanidadgob @fiscal_es @DefensorPuebloE @facua @consumorg @CECUmadrid @ADICAE @consumidores

SIN VERACIDAD de ubica…",FALSE,0,NA,3/16/2020 11:26,3/16/2020,FALSE,NA,1.23951E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",carloscayuelaal,22,TRUE,FALSE,NA,NA
284,"RT @PaleoFoodAngel: Lieve klanten, vanwege #Covid_19 zijn we verplicht vanaf middernacht in-eten te verbieden. Afhalen en leveren blijft WE…",FALSE,0,NA,3/16/2020 11:26,3/16/2020,FALSE,NA,1.23951E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dahalapenio,2,TRUE,FALSE,NA,NA
285,Hungry? Get $7 off your first Uber Eats order. Terms apply. Use my code at checkout: eats-ericd48   https://t.co/GjOo5PcDSL #UberEats #Uber,FALSE,0,NA,3/16/2020 11:23,3/16/2020,FALSE,NA,1.23951E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TASTYSNAC,0,FALSE,FALSE,NA,NA
286,Hungry? Get $5 off your first order on #Uber<U+2060> <U+2060><U+2060> <U+2060><U+2060> <U+2060><U+2060> <U+2060><U+2060> <U+2060><U+2060> <U+2060><U+2060> <U+2060><U+2060> <U+2060><U+2060> <U+2060><U+2060> <U+2060><U+2060> <U+2060><U+2060> <U+2060><U+2060> <U+2060><U+2060> <U+2060><U+2060> <U+2060><U+2060> <U+2060><U+2060> <U+2060><U+2060> <U+2060><U+2060> <U+2060><U+2060> <U+2060><U+2060> <U+2060><U+2060> <U+2060><U+2060> <U+2060><U+2060>… https://t.co/bktIDFynYj,FALSE,0,NA,3/16/2020 11:22,3/16/2020,TRUE,NA,1.23951E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",aprilsprg,0,FALSE,FALSE,NA,NA
287,#LALockdown #Lyft #Uber drivers picking up from airports need to Lysol them cars..After every drop off and pick up.… https://t.co/2OAUUmd7Sf,FALSE,0,NA,3/16/2020 11:20,3/16/2020,TRUE,NA,1.23951E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JOKER1112,0,FALSE,FALSE,NA,NA
288,"#infographie C'est fou tout ce qu'on oublie dans un #Uber
https://t.co/RIzJ3PQcOP https://t.co/4jJ5EDZcGG",FALSE,0,NA,3/16/2020 11:18,3/16/2020,FALSE,NA,1.23951E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",jplarger,0,FALSE,FALSE,NA,NA
289,"RT @defensadeltaxi: 897 @sanidadgob @fiscal_es @DefensorPuebloE @facua @consumorg @CECUmadrid @ADICAE @consumidores

SIN VERACIDAD de ubica…",FALSE,0,NA,3/16/2020 11:18,3/16/2020,FALSE,NA,1.23951E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Albertogarcafu1,22,TRUE,FALSE,NA,NA
290,RT @SzczecinMoto: Kiedy w #Uber zaczyna pracowac Tommi Makinen https://t.co/665RHWxBGW,FALSE,0,NA,3/16/2020 11:15,3/16/2020,FALSE,NA,1.23951E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",szpakowaty64,7,TRUE,FALSE,NA,NA
291,"RT @shahnawazs83: HELP<U+0001F64F><U+0001F64F><U+0001F64F>
#Ola #Uber #banks #corona
@CMOMaharashtra @OfficeofUT @bhash @dkhos @HDFC_Bank @ICICIBank @RBI @nsitharaman @Vick…",FALSE,0,NA,3/16/2020 11:13,3/16/2020,FALSE,NA,1.23951E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AshrafH78785893,0,TRUE,FALSE,NA,NA
292,No labura el que no quiere #uber https://t.co/p0pgWVrGQy,FALSE,0,NA,3/16/2020 11:12,3/16/2020,FALSE,NA,1.23951E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",witcher85,0,FALSE,FALSE,NA,NA
293,"#Deliveroo / #Uber eats
Desperate measures to stay alive?
LEAVE THE FOOD at the Front and LEAVE. https://t.co/Z4oGzwVkd2",FALSE,1,NA,3/16/2020 11:12,3/16/2020,FALSE,NA,1.23951E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",sirdancerlot,0,FALSE,FALSE,NA,NA
294,Any #dommes have use for an #uber or #ubereats Bitchboy slave?<U+0001F64F><U+0001F437>,FALSE,3,NA,3/16/2020 11:09,3/16/2020,FALSE,NA,1.23951E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",stupidpig12uk,1,FALSE,FALSE,NA,NA
295,"<U+671F><U+9593><U+9650><U+5B9A> <U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4> <U+521D><U+3081><U+3066><U+767B><U+9332><U+306E><U+969B><U+6CE8><U+6587><U+753B><U+9762><U+3067><U+30B3><U+30FC><U+30C9><U+5165><U+529B><U+3059><U+308B><U+3068><U+6700><U+5927><U+3067>2500<U+5186><U+7121><U+6599><U+3067><U+3059>
<U+6CE8><U+6587><U+753B><U+9762><U+306B><U+3066><U+30D7><U+30ED><U+30E2><U+30FC><U+30B7><U+30E7><U+30F3><U+30B3><U+30FC><U+30C9><U+3092><U+5165><U+529B><U+3059><U+308B><U+3060><U+3051> <U+3010>eats-cegbgb<U+3011> 
#<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4>
#UberEats
#Uber",FALSE,0,NA,3/16/2020 11:07,3/16/2020,FALSE,NA,1.23951E+18,NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",Ubereat15595407,0,FALSE,FALSE,NA,NA
296,"RT @LatestUKDeals: £20 free UBER EATS promo code using 'eats-uberladbrokes'

#ubereats #promocode #freefood #free #uber #UberEatsPromoCode…",FALSE,0,NA,3/16/2020 11:05,3/16/2020,FALSE,NA,1.23951E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LatestUKDeals,1,TRUE,FALSE,NA,NA
297,"£20 free UBER EATS promo code using 'eats-uberladbrokes'

#ubereats #promocode #freefood #free #uber… https://t.co/v9ggrtZcCP",FALSE,2,NA,3/16/2020 11:05,3/16/2020,TRUE,NA,1.23951E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LatestUKDeals,1,FALSE,FALSE,NA,NA
298,I ordered all my toilet paper from #Uber Sheets.,FALSE,2,NA,3/16/2020 11:03,3/16/2020,FALSE,NA,1.23951E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Daveylevinsohn,0,FALSE,FALSE,NA,NA
299,SURPREENDA-SE COM O TANTO DE CRÉDITOS USANDO O CÓDIGO UBERVALEDESCONTO NO SEU UBER #economize #dinheiro #gratuito… https://t.co/eVsIVrGyDf,FALSE,0,NA,3/16/2020 11:00,3/16/2020,TRUE,NA,1.23951E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",castilho_diego_,0,FALSE,FALSE,NA,NA
300,"Andrei Donisa claims Bolt expelled him for refusing to take enough fares. <U+0001F449>
https://t.co/8I6OJGhj2r 
#bolt #uber #transport",FALSE,0,NA,3/16/2020 11:00,3/16/2020,FALSE,NA,1.23951E+18,NA,"<a href=""https://social.zoho.com"" rel=""nofollow"">Zoho Social</a>",Corp_Vision,0,FALSE,FALSE,NA,NA
301,RT @CoughlansBakery: Today is launch day for us with @UberEats yay <U+0001F600> #vegan #plantbased #uber #ubereats https://t.co/k7WgPfu5MX,FALSE,0,NA,3/16/2020 11:00,3/16/2020,FALSE,NA,1.23951E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DemonicGothika,3,TRUE,FALSE,NA,NA
302,"some quick thoughts on COVID-19's impact on @Uber, @lyft, and other #rideshare drivers: 

https://t.co/UHMi1h3P6B… https://t.co/J7EZJlpl49",FALSE,0,NA,3/16/2020 10:57,3/16/2020,TRUE,NA,1.23951E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",jvmaltby,0,FALSE,FALSE,NA,NA
303,RT @aditiraval: Airport Pe ho ya kahi aur... I think #Ola and #Uber should also provide healthcare kit to the drivers for safety purpose #I…,FALSE,0,NA,3/16/2020 10:50,3/16/2020,FALSE,NA,1.2395E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ShahNemil,7,TRUE,FALSE,NA,NA
304,RT @Q7ubertwat: Look <U+0001F447>#uber  WOW @lennythepen @rothwell_scott @The_LCDC @BraunstoneBoy @londontaxi_pr @super_taxi @CabvisionTaxi @onetokebl…,FALSE,0,NA,3/16/2020 10:47,3/16/2020,FALSE,NA,1.2395E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CabbieLavender,13,TRUE,FALSE,NA,NA
305,"RT @defensadeltaxi: 897 @sanidadgob @fiscal_es @DefensorPuebloE @facua @consumorg @CECUmadrid @ADICAE @consumidores

SIN VERACIDAD de ubica…",FALSE,0,NA,3/16/2020 10:45,3/16/2020,FALSE,NA,1.2395E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RAFA44145995,22,TRUE,FALSE,NA,NA
306,RT @Q7ubertwat: Look <U+0001F447>#uber  WOW @lennythepen @rothwell_scott @The_LCDC @BraunstoneBoy @londontaxi_pr @super_taxi @CabvisionTaxi @onetokebl…,FALSE,0,NA,3/16/2020 10:44,3/16/2020,FALSE,NA,1.2395E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jackanorycabbie,13,TRUE,FALSE,NA,NA
307,Au sommaire de #LSQ : Interview de @barbaragomes_fr sur arrêt #Uber #jurisprudence #salarié #travail #emploi / Proj… https://t.co/uD9l5oXtId,FALSE,0,NA,3/16/2020 10:43,3/16/2020,TRUE,NA,1.2395E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",LSQredaction,0,FALSE,FALSE,NA,NA
308,"RT @Xavier_Delpech: À lire dans @dalloz actualité [en libre accès] l’interview de l’avocat Florent Masson 
Chauffeur #Uber : « L’arrêt de l…",FALSE,0,NA,3/16/2020 10:39,3/16/2020,FALSE,NA,1.2395E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",QuentinGSchiele,10,TRUE,FALSE,NA,NA
309,"RT @aaR4: Uber’s India Lost &amp; Found Index 2020- A Snapshot of India’s forgetful spree 
Mumbai wins! #Uber
Do riders take clothes off to for…",FALSE,0,NA,3/16/2020 10:35,3/16/2020,FALSE,NA,1.2395E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",harshmanrai,1,TRUE,FALSE,NA,NA
310,RT @Q7ubertwat: Look <U+0001F447>#uber  WOW @lennythepen @rothwell_scott @The_LCDC @BraunstoneBoy @londontaxi_pr @super_taxi @CabvisionTaxi @onetokebl…,FALSE,0,NA,3/16/2020 10:34,3/16/2020,FALSE,NA,1.2395E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",suneastkol,13,TRUE,FALSE,NA,NA
311,<U+30E9><U+30F3><U+30C1><U+4EE3><U+3092><U+6D6E><U+304B><U+305B><U+3088><U+3046>!!eats-pyv9ev <U+306E><U+30B3><U+30FC><U+30C9><U+3092><U+4F7F><U+3046><U+3068><U+3001>#Uber  Eats <U+306E><U+521D><U+56DE><U+6CE8><U+6587><U+304C>  2<U+56DE><U+3082>!750<U+5186><U+5272><U+5F15><U+306B><U+306A><U+308A><U+307E><U+3059><U+3002>,FALSE,0,NA,3/16/2020 10:33,3/16/2020,FALSE,NA,1.2395E+18,NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",Ej5T2,0,FALSE,FALSE,NA,NA
312,RT @aditiraval: Airport Pe ho ya kahi aur... I think #Ola and #Uber should also provide healthcare kit to the drivers for safety purpose #I…,FALSE,0,NA,3/16/2020 10:32,3/16/2020,FALSE,NA,1.2395E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",devarshiajoshi,7,TRUE,FALSE,NA,NA
313,RT @aditiraval: Airport Pe ho ya kahi aur... I think #Ola and #Uber should also provide healthcare kit to the drivers for safety purpose #I…,FALSE,0,NA,3/16/2020 10:31,3/16/2020,FALSE,NA,1.2395E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Alias_Jatin,7,TRUE,FALSE,NA,NA
314,"@IndiaPostOffice Please introduce outward #UPI transactions as well, in that way, you can be like other payments ba… https://t.co/geaqY3DAIo",FALSE,0,IndiaPostOffice,3/16/2020 10:30,3/16/2020,TRUE,1.2395E+18,1.2395E+18,2579558348,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",skarthikdotin,0,FALSE,FALSE,NA,NA
315,RT @TaxioneA: #<U+0431><U+0438><U+0437><U+043D><U+0435><U+0441> #business #travel #taxi #google #travelblog #travelblogger #airport #businessowner #airbnb #booking #uber #flight #ta…,FALSE,0,NA,3/16/2020 10:30,3/16/2020,FALSE,NA,1.2395E+18,NA,"<a href=""https://www.botlibre.com"" rel=""nofollow"">Bot Libre!</a>",nicetripsonline,1,TRUE,FALSE,NA,NA
316,RT @aditiraval: Airport Pe ho ya kahi aur... I think #Ola and #Uber should also provide healthcare kit to the drivers for safety purpose #I…,FALSE,0,NA,3/16/2020 10:29,3/16/2020,FALSE,NA,1.2395E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ItsRDil,7,TRUE,FALSE,NA,NA
317,RT @aditiraval: Airport Pe ho ya kahi aur... I think #Ola and #Uber should also provide healthcare kit to the drivers for safety purpose #I…,FALSE,0,NA,3/16/2020 10:29,3/16/2020,FALSE,NA,1.2395E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RJAditiFanClub,7,TRUE,FALSE,NA,NA
318,Airport Pe ho ya kahi aur... I think #Ola and #Uber should also provide healthcare kit to the drivers for safety purpose #IndiaFightsCorona,FALSE,124,NA,3/16/2020 10:29,3/16/2020,FALSE,NA,1.2395E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",aditiraval,7,FALSE,FALSE,NA,NA
